,County,State,Average Rating,Hospitals,Emergency Services,County Beds,fips
63,MARTIN,NC,3.0,1.0,1.0,,37117
64,TRANSYLVANIA,NC,4.0,1.0,1.0,25.0,37175
65,ALLEGHANY,NC,2.0,1.0,1.0,25.0,37005
66,HOKE,NC,4.0,1.0,1.0,41.0,37093
67,PENDER,NC,,1.0,,,37141
68,LEE,NC,2.0,1.0,1.0,,37105
69,PERSON,NC,2.0,1.0,1.0,50.0,37145
70,ORANGE,NC,3.0,1.0,1.0,,37135
71,MC DOWELL,NC,4.0,1.0,1.0,65.0,37111
72,NASH,NC,1.0,1.0,1.0,,37127
73,BLADEN,NC,3.0,1.0,1.0,35.0,37017
74,RUTHERFORD,NC,3.0,1.0,1.0,143.0,37161
75,SCOTLAND,NC,3.0,1.0,1.0,104.0,37165
76,ANSON,NC,,1.0,,,37007
77,MITCHELL,NC,4.0,1.0,1.0,85.0,37121
78,ROBESON,NC,3.0,1.0,1.0,314.0,37155
79,HERTFORD,NC,3.0,1.0,1.0,124.0,37091
0,JACKSON,MO,3.2222222222222223,11.0,1.0,1955.0,29095
1,ST. LOUIS,MO,3.111111111111111,11.0,1.0,4459.0,29189
2,ST. LOUIS CITY,MO,2.0,6.0,1.0,2408.0,29510
3,ST. CHARLES,MO,3.25,5.0,1.0,645.0,29183
4,GREENE,MO,3.0,4.0,1.0,1458.0,29077
5,CLAY,MO,3.5,4.0,1.0,,29047
6,ST. FRANCOIS,MO,4.0,3.0,1.0,136.0,29187
7,JASPER,MO,3.0,3.0,1.0,738.0,29097
8,CAMDEN,MO,2.0,2.0,1.0,99.0,29029
9,COLE,MO,3.5,2.0,1.0,302.0,29051
10,JEFFERSON,MO,4.0,2.0,1.0,420.0,29099
11,CAPE GIRARDEAU,MO,2.5,2.0,1.0,545.0,29031
12,BOONE,MO,3.5,2.0,1.0,394.0,29019
13,FRANKLIN,MO,4.0,2.0,1.0,235.0,29055
14,BUCHANAN,MO,3.0,2.0,1.0,353.0,29021
15,BARRY,MO,4.0,2.0,1.0,43.0,29009
16,CASS,MO,4.0,2.0,1.0,,29037
17,HOWELL,MO,2.0,2.0,1.0,145.0,29091
18,BUTLER,MO,1.0,2.0,1.0,,29023
19,HENRY,MO,3.0,2.0,1.0,,29083
20,SALINE,MO,3.0,2.0,1.0,60.0,29195
21,CALLAWAY,MO,,2.0,,,29027
22,RANDOLPH,MO,3.0,1.0,1.0,,29175
23,GENTRY,MO,,1.0,,25.0,29075
24,RAY,MO,4.0,1.0,1.0,,29177
25,NODAWAY,MO,4.0,1.0,1.0,90.0,29147
26,POLK,MO,2.0,1.0,0.0,,29167
27,PUTNAM,MO,,1.0,,,0
28,SCOTLAND,MO,3.0,1.0,1.0,,29199
29,PETTIS,MO,3.0,1.0,1.0,,29159
30,MADISON,MO,,1.0,,,29123
31,CLINTON,MO,2.0,1.0,1.0,49.0,29049
32,PLATTE,MO,3.0,1.0,1.0,147.0,29165
33,CARROLL,MO,3.0,1.0,1.0,25.0,29033
34,STODDARD,MO,2.0,1.0,1.0,50.0,29207
35,VERNON,MO,4.0,1.0,1.0,,29217
36,GASCONADE,MO,,1.0,,,29073
37,LINCOLN,MO,4.0,1.0,1.0,25.0,29113
38,MARION,MO,2.0,1.0,1.0,91.0,29127
39,ST. CLAIR,MO,,1.0,,,29185
40,ADAIR,MO,4.0,1.0,1.0,,29001
41,LACLEDE,MO,4.0,1.0,1.0,48.0,29105
42,LAWRENCE,MO,3.0,1.0,1.0,25.0,29109
43,WASHINGTON,MO,2.0,1.0,1.0,,29221
44,DENT,MO,3.0,1.0,1.0,,0
45,LAFAYETTE,MO,3.0,1.0,1.0,,29107
46,ATCHISON,MO,4.0,1.0,1.0,25.0,29005
47,STE. GENEVIEVE,MO,4.0,1.0,1.0,,29186
48,GRUNDY,MO,4.0,1.0,1.0,25.0,29079
49,TANEY,MO,4.0,1.0,1.0,99.0,29213
50,BATES,MO,4.0,1.0,1.0,,29013
51,CEDAR,MO,,1.0,,,29039
52,LIVINGSTON,MO,3.0,1.0,1.0,25.0,29117
53,PHELPS,MO,3.0,1.0,1.0,,29161
54,BARTON,MO,4.0,1.0,1.0,,0
55,PERRY,MO,4.0,1.0,1.0,25.0,29157
56,NEWTON,MO,3.0,1.0,1.0,25.0,29145
57,PULASKI,MO,,1.0,,,29169
58,PIKE,MO,3.0,1.0,1.0,,29163
59,AUDRAIN,MO,3.0,1.0,1.0,201.0,29007
60,TEXAS,MO,2.0,1.0,1.0,,29215
61,PEMISCOT,MO,2.0,1.0,1.0,102.0,29155
62,SCOTT,MO,2.0,1.0,1.0,188.0,29143
63,LINN,MO,4.0,1.0,1.0,25.0,29115
64,COOPER,MO,3.0,1.0,1.0,,29053
65,IRON,MO,,1.0,,,29093
66,HARRISON,MO,4.0,1.0,1.0,,29081
67,MACON,MO,,1.0,,,29121
68,JOHNSON,MO,3.0,1.0,1.0,,29101
69,SULLIVAN,MO,,1.0,,,0
0,SHELBY,TN,2.4,11.0,1.0,3229.0,47157
1,DAVIDSON,TN,3.125,10.0,1.0,2306.0,47037
2,KNOX,TN,2.5,5.0,1.0,2312.0,47093
3,HAMILTON,TN,3.0,5.0,1.0,405.0,47065
4,RUTHERFORD,TN,2.0,3.0,1.0,286.0,47149
5,SULLIVAN,TN,2.0,3.0,1.0,1101.0,47163
6,MADISON,TN,1.0,3.0,1.0,,47113
7,SUMNER,TN,3.5,2.0,1.0,,47165
8,CAMPBELL,TN,2.0,2.0,1.0,121.0,47013
9,PUTNAM,TN,4.0,2.0,1.0,,47141
10,MONTGOMERY,TN,2.0,2.0,1.0,,47125
11,HARDEMAN,TN,,2.0,,,47069
12,ANDERSON,TN,1.0,2.0,1.0,301.0,47001
13,COFFEE,TN,3.0,2.0,1.0,,47031
14,WEAKLEY,TN,3.0,2.0,1.0,,47183
15,MAURY,TN,4.0,2.0,1.0,,47119
16,WILLIAMSON,TN,4.0,2.0,1.0,,47187
17,WASHINGTON,TN,2.5,2.0,1.0,724.0,47179
18,SMITH,TN,4.0,1.0,1.0,,47159
19,HAWKINS,TN,4.0,1.0,1.0,50.0,47073
20,JOHNSON,TN,,1.0,,2.0,47091
21,LINCOLN,TN,4.0,1.0,1.0,,47103
22,ROBERTSON,TN,2.0,1.0,1.0,109.0,47147
23,DECATUR,TN,3.0,1.0,1.0,,47039
24,WHITE,TN,4.0,1.0,1.0,60.0,47185
25,MARSHALL,TN,,1.0,,,47117
26,DE KALB,TN,5.0,1.0,1.0,71.0,47041
27,DICKSON,TN,3.0,1.0,1.0,,47043
28,BENTON,TN,4.0,1.0,1.0,,47005
29,DYER,TN,2.0,1.0,1.0,,47045
30,OVERTON,TN,4.0,1.0,1.0,,47133
31,HENDERSON,TN,3.0,1.0,1.0,,47077
32,OBION,TN,4.0,1.0,1.0,137.0,47131
33,HUMPHREYS,TN,,1.0,,25.0,47085
34,UNICOI,TN,3.0,1.0,1.0,48.0,47171
35,BLEDSOE,TN,,1.0,,,47007
36,CLAY,TN,3.0,1.0,1.0,,47027
37,WILSON,TN,2.0,1.0,1.0,,47189
38,MACON,TN,4.0,1.0,1.0,25.0,47111
39,HARDIN,TN,4.0,1.0,1.0,58.0,47071
40,CUMBERLAND,TN,3.0,1.0,1.0,189.0,47035
41,GIBSON,TN,3.0,1.0,1.0,,47053
42,CHEATHAM,TN,,1.0,,,47021
43,WAYNE,TN,4.0,1.0,1.0,80.0,47181
44,LAUDERDALE,TN,,1.0,,25.0,47097
45,MONROE,TN,4.0,1.0,1.0,59.0,47123
46,TIPTON,TN,4.0,1.0,1.0,100.0,47167
47,BEDFORD,TN,4.0,1.0,1.0,,47003
48,ROANE,TN,2.0,1.0,1.0,109.0,47145
49,HANCOCK,TN,,1.0,,25.0,47067
50,CARROLL,TN,3.0,1.0,1.0,70.0,47017
51,CANNON,TN,4.0,1.0,1.0,55.0,47015
52,SEVIER,TN,3.0,1.0,1.0,79.0,47035
53,LOUDON,TN,2.0,1.0,1.0,50.0,47105
54,HICKMAN,TN,,1.0,,25.0,47081
55,CARTER,TN,2.0,1.0,1.0,109.0,47019
56,HOUSTON,TN,,1.0,,,47083
57,LAWRENCE,TN,4.0,1.0,1.0,,47099
58,CLAIBORNE,TN,3.0,1.0,1.0,85.0,47025
59,COCKE,TN,4.0,1.0,1.0,74.0,47029
60,MC MINN,TN,2.0,1.0,1.0,,47107
61,HENRY,TN,3.0,1.0,1.0,,47079
62,HAMBLEN,TN,2.0,1.0,1.0,155.0,47063
63,RHEA,TN,2.0,1.0,1.0,,47143
64,PERRY,TN,3.0,1.0,1.0,,47135
65,GILES,TN,4.0,1.0,1.0,,47055
66,FRANKLIN,TN,3.0,1.0,1.0,,47051
67,GREENE,TN,3.0,1.0,1.0,94.0,47059
68,BLOUNT,TN,2.0,1.0,1.0,,47009
69,SCOTT,TN,,1.0,,,47151
70,WARREN,TN,4.0,1.0,1.0,152.0,47177
71,JEFFERSON,TN,4.0,1.0,1.0,58.0,47089
72,TROUSDALE,TN,4.0,1.0,1.0,,47169
73,BRADLEY,TN,2.0,1.0,1.0,,47011
0,JEFFERSON,KY,2.25,7.0,1.0,3914.0,21111
1,FAYETTE,KY,2.75,6.0,1.0,1056.0,21067
2,CHRISTIAN,KY,1.0,4.0,1.0,194.0,21047
3,FLOYD,KY,1.0,3.0,1.0,216.0,21071
4,WARREN,KY,1.5,3.0,1.0,382.0,21227
5,KENTON,KY,4.0,2.0,1.0,621.0,21117
6,PIKE,KY,1.5,2.0,1.0,374.0,21195
7,BOYD,KY,3.0,2.0,1.0,645.0,21019
8,HARDIN,KY,4.0,2.0,1.0,,21093
9,MADISON,KY,4.0,2.0,1.0,130.0,21151
10,BELL,KY,3.5,2.0,1.0,216.0,21013
11,MC CRACKEN,KY,2.5,2.0,1.0,708.0,21145
12,WOODFORD,KY,,1.0,,,21239
13,OLDHAM,KY,3.0,1.0,1.0,90.0,21185
14,LAWRENCE,KY,4.0,1.0,1.0,,21127
15,CLINTON,KY,3.0,1.0,1.0,42.0,21053
16,LINCOLN,KY,3.0,1.0,1.0,25.0,21137
17,LOGAN,KY,5.0,1.0,1.0,,21141
18,BRECKINRIDGE,KY,3.0,1.0,1.0,25.0,21027
19,CALLOWAY,KY,3.0,1.0,1.0,,21035
20,SCOTT,KY,4.0,1.0,1.0,,21209
21,MONTGOMERY,KY,3.0,1.0,1.0,63.0,21173
22,GRANT,KY,,1.0,,15.0,21081
23,ROWAN,KY,2.0,1.0,1.0,149.0,21205
24,PULASKI,KY,2.0,1.0,1.0,,21199
25,CASEY,KY,4.0,1.0,1.0,24.0,21045
26,RUSSELL,KY,,1.0,,25.0,21207
27,CLAY,KY,3.0,1.0,1.0,49.0,21051
28,BREATHITT,KY,3.0,1.0,1.0,,21025
29,MARION,KY,4.0,1.0,1.0,,21155
30,ALLEN,KY,,1.0,,25.0,21003
31,MONROE,KY,2.0,1.0,1.0,49.0,21171
32,KNOX,KY,4.0,1.0,1.0,25.0,21121
33,LAUREL,KY,4.0,1.0,1.0,120.0,21125
34,MERCER,KY,4.0,1.0,1.0,25.0,21167
35,LESLIE,KY,,1.0,,25.0,21131
36,CAMPBELL,KY,3.0,1.0,1.0,312.0,21037
37,ADAIR,KY,,1.0,,77.0,21001
38,BOONE,KY,3.0,1.0,1.0,161.0,21015
39,UNION,KY,4.0,1.0,1.0,25.0,21225
40,BARREN,KY,2.0,1.0,1.0,180.0,21009
41,CLARK,KY,4.0,1.0,1.0,,21049
42,CUMBERLAND,KY,3.0,1.0,1.0,25.0,21057
43,GRAVES,KY,3.0,1.0,1.0,,21083
44,GREEN,KY,3.0,1.0,1.0,35.0,21087
45,LIVINGSTON,KY,3.0,1.0,1.0,25.0,21139
46,TAYLOR,KY,4.0,1.0,1.0,,21217
47,HARRISON,KY,4.0,1.0,1.0,61.0,21097
48,CALDWELL,KY,,1.0,,25.0,21033
49,CRITTENDEN,KY,3.0,1.0,1.0,48.0,21055
50,WAYNE,KY,,1.0,,25.0,21231
51,BOURBON,KY,3.0,1.0,1.0,,21017
52,JOHNSON,KY,1.0,1.0,1.0,,21115
53,MUHLENBERG,KY,5.0,1.0,1.0,90.0,21177
54,SHELBY,KY,4.0,1.0,1.0,68.0,21211
55,ROCKCASTLE,KY,3.0,1.0,1.0,26.0,21203
56,NELSON,KY,3.0,1.0,1.0,40.0,21179
57,MARSHALL,KY,4.0,1.0,1.0,25.0,21157
58,MORGAN,KY,,1.0,,20.0,21175
59,WHITLEY,KY,2.0,1.0,1.0,240.0,21121
60,BOYLE,KY,2.0,1.0,1.0,197.0,21021
61,HARLAN,KY,2.0,1.0,1.0,150.0,21095
62,LETCHER,KY,3.0,1.0,1.0,90.0,21133
63,HART,KY,2.0,1.0,1.0,25.0,21099
64,SIMPSON,KY,3.0,1.0,1.0,25.0,21213
65,PERRY,KY,1.0,1.0,1.0,308.0,21193
66,FLEMING,KY,4.0,1.0,1.0,,21069
67,CARROLL,KY,4.0,1.0,1.0,25.0,21041
68,HOPKINS,KY,3.0,1.0,1.0,390.0,21107
69,TRIGG,KY,,1.0,,25.0,21221
70,OHIO,KY,4.0,1.0,1.0,25.0,21183
71,ESTILL,KY,4.0,1.0,1.0,25.0,21065
72,FRANKLIN,KY,3.0,1.0,1.0,,21073
73,HENDERSON,KY,2.0,1.0,1.0,205.0,21101
74,DAVIESS,KY,4.0,1.0,1.0,469.0,21059
75,GRAYSON,KY,4.0,1.0,1.0,75.0,21085
76,MASON,KY,4.0,1.0,1.0,,21161
0,FAIRFAX,VA,4.75,7.0,0.75,1252.0,51059
1,RICHMOND CITY,VA,3.3333333333333335,4.0,1.0,555.0,51760
2,NORFOLK CITY,VA,3.0,4.0,1.0,1185.0,51710
3,VIRGINIA BEACH CITY,VA,4.0,3.0,0.5,436.0,51810
4,JAMES CITY,VA,4.5,3.0,1.0,185.0,51095
5,PETERSBURG CITY,VA,2.0,3.0,1.0,,51730
6,ARLINGTON,VA,5.0,2.0,1.0,357.0,51013
7,CHESTERFIELD,VA,2.5,2.0,1.0,130.0,51041
8,PRINCE WILLIAM,VA,3.5,2.0,1.0,243.0,51153
9,MONTGOMERY,VA,3.0,2.0,1.0,146.0,51121
10,SMYTH,VA,4.0,2.0,1.0,170.0,51173
11,PORTSMOUTH CITY,VA,1.0,2.0,1.0,346.0,51740
12,TAZEWELL,VA,3.5,2.0,1.0,238.0,51185
13,DANVILLE CITY,VA,2.0,2.0,1.0,,51590
14,NEWPORT NEWS CITY,VA,3.0,2.0,1.0,676.0,51700
15,LOUDOUN,VA,4.5,2.0,1.0,167.0,51107
16,HAMPTON CITY,VA,3.0,2.0,1.0,224.0,51650
17,SHENANDOAH,VA,4.0,1.0,1.0,25.0,51171
18,ACCOMACK,VA,3.0,1.0,1.0,52.0,51001
19,WASHINGTON,VA,3.0,1.0,1.0,116.0,51191
20,GALAX CITY,VA,2.0,1.0,1.0,141.0,51640
21,ALBEMARLE,VA,5.0,1.0,1.0,176.0,51003
22,HOPEWELL CITY,VA,2.0,1.0,1.0,,51670
23,STAUNTON CITY,VA,,1.0,,,51790
24,GLOUCESTER,VA,3.0,1.0,1.0,67.0,51073
25,FREDERICKSBURG CITY,VA,3.0,1.0,1.0,451.0,51630
26,SUFFOLK CITY,VA,4.0,1.0,1.0,168.0,51800
27,AUGUSTA,VA,4.0,1.0,1.0,255.0,51015
28,HANOVER,VA,4.0,1.0,1.0,225.0,51085
29,MANASSAS CITY,VA,3.0,1.0,1.0,170.0,51683
30,PULASKI,VA,2.0,1.0,1.0,,51155
31,LEXINGTON CITY,VA,4.0,1.0,1.0,25.0,51678
32,CHESAPEAKE CITY,VA,3.0,1.0,1.0,,51550
33,DICKENSON,VA,,1.0,,25.0,51051
34,SPOTSYLVANIA,VA,3.0,1.0,1.0,,51177
35,HENRICO,VA,4.0,1.0,1.0,,51087
36,RUSSELL,VA,4.0,1.0,1.0,78.0,51167
37,HALIFAX,VA,3.0,1.0,1.0,192.0,51083
38,FAUQUIER,VA,2.0,1.0,1.0,97.0,51061
39,ALEXANDRIA CITY,VA,5.0,1.0,1.0,318.0,51510
40,GILES,VA,4.0,1.0,1.0,25.0,51071
41,NEW KENT,VA,,1.0,,,51127
42,SALEM CITY,VA,4.0,1.0,1.0,,51775
43,LANCASTER,VA,3.0,1.0,1.0,76.0,51103
44,BEDFORD,VA,4.0,1.0,1.0,161.0,51019
45,MECKLENBURG,VA,3.0,1.0,1.0,70.0,51117
46,HARRISONBURG CITY,VA,4.0,1.0,1.0,238.0,51660
47,STAFFORD,VA,4.0,1.0,1.0,100.0,51179
48,WYTHE,VA,3.0,1.0,1.0,,51197
49,PAGE,VA,5.0,1.0,1.0,25.0,51139
50,BATH,VA,3.0,1.0,1.0,25.0,51017
51,ALLEGHANY,VA,4.0,1.0,1.0,,51005
52,LYNCHBURG CITY,VA,4.0,1.0,1.0,161.0,51680
53,ESSEX,VA,3.0,1.0,1.0,67.0,51057
54,CULPEPER,VA,4.0,1.0,1.0,70.0,51047
55,EMPORIA CITY,VA,4.0,1.0,1.0,,51595
56,WINCHESTER CITY,VA,4.0,1.0,1.0,399.0,51840
57,FRANKLIN,VA,3.0,1.0,1.0,37.0,51067
58,PRINCE EDWARD,VA,4.0,1.0,1.0,116.0,51147
59,FRANKLIN CITY,VA,2.0,1.0,1.0,,51620
60,WISE,VA,3.0,1.0,1.0,60.0,51195
61,WARREN,VA,4.0,1.0,1.0,196.0,51187
62,CHARLOTTESVILLE CITY,VA,2.0,1.0,1.0,,51540
63,NORTON CITY,VA,5.0,1.0,1.0,129.0,51720
64,BUCHANAN,VA,4.0,1.0,1.0,134.0,51027
65,ROANOKE CITY,VA,2.0,1.0,1.0,703.0,51770
0,E. BATON ROUGE,LA,3.2,11.0,1.0,1758.0,22033
1,LAFAYETTE,LA,3.8,10.0,0.8,886.0,22055
2,ORLEANS,LA,1.6666666666666667,9.0,1.0,1019.0,22071
3,ST. TAMMANY,LA,3.3333333333333335,9.0,1.0,205.0,22103
4,JEFFERSON,LA,3.0,8.0,1.0,1863.0,22051
5,CADDO,LA,2.25,8.0,1.0,1410.0,22017
6,RAPIDES,LA,2.0,7.0,1.0,611.0,22079
7,CALCASIEU,LA,2.75,6.0,1.0,670.0,22019
8,OUACHITA,LA,2.6666666666666665,5.0,1.0,595.0,22073
9,TANGIPAHOA,LA,2.0,5.0,1.0,,22105
10,TERREBONNE,LA,3.0,4.0,1.0,,22109
11,LAFOURCHE,LA,4.0,3.0,1.0,60.0,22057
12,AVOYELLES,LA,3.0,3.0,1.0,,22009
13,ST. LANDRY,LA,3.0,2.0,1.0,,22097
14,WASHINGTON,LA,2.0,2.0,1.0,92.0,22117
15,LINCOLN,LA,3.0,2.0,1.0,,22061
16,LASALLE,LA,3.0,2.0,1.0,,22059
17,VERMILION,LA,4.0,2.0,1.0,35.0,22113
18,ASCENSION,LA,,2.0,,,22005
19,MOREHOUSE,LA,2.0,2.0,1.0,,22067
20,BEAUREGARD,LA,3.0,2.0,1.0,60.0,22011
21,VERNON,LA,2.0,2.0,1.0,,22115
22,ST. MARTIN,LA,,2.0,,25.0,22099
23,ALLEN,LA,2.0,2.0,1.0,,22003
24,WEBSTER,LA,3.5,2.0,1.0,60.0,22119
25,JEFFRSON DAVIS,LA,1.0,2.0,1.0,49.0,22053
26,UNION,LA,,2.0,,20.0,22111
27,CALDWELL,LA,3.0,2.0,0.5,,22021
28,ACADIA,LA,3.0,2.0,1.0,140.0,22001
29,RICHLAND,LA,3.0,2.0,1.0,,22083
30,EVANGELINE,LA,3.5,2.0,1.0,180.0,22039
31,ST. JAMES,LA,,2.0,,,22093
32,ST. MARY,LA,3.0,2.0,1.0,,22101
33,JACKSON,LA,3.0,1.0,1.0,,22049
34,ST. BERNARD,LA,2.0,1.0,1.0,,22087
35,POINTE COUPEE,LA,,1.0,,,22077
36,NATCHITOCHES,LA,3.0,1.0,1.0,96.0,22069
37,BIENVILLE,LA,,1.0,,,22013
38,BOSSIER,LA,,1.0,,,22015
39,WEST FELICIANA,LA,,1.0,,,22125
40,CLAIBORNE,LA,4.0,1.0,1.0,,22027
41,EAST CARROLL,LA,3.0,1.0,1.0,,22035
42,MADISON,LA,,1.0,,,22065
43,IBERIA,LA,3.0,1.0,1.0,,22045
44,ASSUMPTION,LA,,1.0,,15.0,22007
45,WEST CARROLL,LA,3.0,1.0,1.0,,22123
46,EAST FELICIANA,LA,,1.0,,,22037
47,DE SOTO,LA,3.0,1.0,1.0,34.0,22031
48,WINN,LA,2.0,1.0,1.0,,22127
49,FRANKLIN,LA,3.0,1.0,1.0,,22041
50,ST. JOHN BAPTIST,LA,,1.0,,,0
51,CAMERON,LA,,1.0,,,22023
52,CONCORDIA,LA,,1.0,,,22029
53,SABINE,LA,3.0,1.0,1.0,,22085
54,ST. CHARLES,LA,4.0,1.0,1.0,,22089
55,RED RIVER,LA,,1.0,,25.0,22081
56,ST. HELENA,LA,,1.0,,,22091
0,JEFFERSON,AL,2.7142857142857144,10.0,1.0,2321.0,1073
1,MOBILE,AL,2.25,6.0,1.0,1026.0,1097
2,BALDWIN,AL,3.6666666666666665,4.0,1.0,220.0,1003
3,TUSCALOOSA,AL,2.0,3.0,1.0,,1125
4,MADISON,AL,2.0,3.0,1.0,,1089
5,MONTGOMERY,AL,3.0,3.0,1.0,349.0,1101
6,ETOWAH,AL,3.0,3.0,1.0,,1055
7,ESCAMBIA,AL,3.0,2.0,1.0,49.0,1053
8,COVINGTON,AL,3.0,2.0,1.0,99.0,1039
9,COLBERT,AL,3.0,2.0,1.0,,1033
10,TALLADEGA,AL,2.5,2.0,1.0,122.0,1121
11,CLARKE,AL,2.0,2.0,1.0,,1025
12,CULLMAN,AL,2.0,2.0,1.0,115.0,1043
13,CALHOUN,AL,2.0,2.0,1.0,338.0,1015
14,TALLAPOOSA,AL,3.0,2.0,1.0,81.0,1123
15,FRANKLIN,AL,4.0,2.0,1.0,100.0,1059
16,FAYETTE,AL,4.5,2.0,1.0,71.0,1093
17,CRENSHAW,AL,4.0,2.0,1.0,,1041
18,HOUSTON,AL,2.5,2.0,1.0,,1069
19,ELMORE,AL,4.0,2.0,1.0,69.0,1051
20,SUMTER,AL,,1.0,,,1119
21,WILCOX,AL,,1.0,,,1131
22,DE KALB,AL,2.0,1.0,1.0,,1049
23,GREENE,AL,,1.0,,,1063
24,RANDOLPH,AL,,1.0,,,1111
25,LIMESTONE,AL,3.0,1.0,1.0,,1083
26,MARSHALL,AL,2.0,1.0,1.0,,1095
27,CHILTON,AL,4.0,1.0,1.0,30.0,1021
28,WALKER,AL,3.0,1.0,1.0,267.0,1127
29,DALLAS,AL,2.0,1.0,1.0,,1047
30,MORGAN,AL,3.0,1.0,1.0,,1103
31,MARION,AL,4.0,1.0,1.0,57.0,1093
32,ST. CLAIR,AL,3.0,1.0,1.0,40.0,1115
33,CLAY,AL,4.0,1.0,1.0,,1027
34,RUSSELL,AL,5.0,1.0,1.0,,1113
35,SHELBY,AL,2.0,1.0,1.0,252.0,1117
36,MARENGO,AL,3.0,1.0,1.0,,1091
37,WASHINGTON,AL,,1.0,,,1129
38,BARBOUR,AL,3.0,1.0,1.0,,1005
39,LAUDERDALE,AL,2.0,1.0,1.0,,1077
40,CHOCTAW,AL,,1.0,,25.0,1023
41,LAWRENCE,AL,4.0,1.0,1.0,,1079
42,BUTLER,AL,2.0,1.0,1.0,,1013
43,LEE,AL,4.0,1.0,1.0,,1081
44,AUTAUGA,AL,5.0,1.0,1.0,,1001
45,GENEVA,AL,4.0,1.0,1.0,,1061
46,BULLOCK,AL,,1.0,,,1011
47,BIBB,AL,3.0,1.0,1.0,,1007
48,PIKE,AL,3.0,1.0,1.0,,1109
49,BLOUNT,AL,3.0,1.0,0.0,25.0,1009
50,WINSTON,AL,5.0,1.0,1.0,50.0,1133
51,DALE,AL,4.0,1.0,1.0,,1045
52,HALE,AL,4.0,1.0,1.0,,1065
53,JACKSON,AL,2.0,1.0,1.0,,1071
54,MONROE,AL,3.0,1.0,1.0,,1099
55,CONECUH,AL,4.0,1.0,1.0,,1035
56,CHEROKEE,AL,,1.0,,,1019
57,COFFEE,AL,4.0,1.0,1.0,,1031
58,PICKENS,AL,3.0,1.0,1.0,56.0,1107
0,SIOUX,IA,4.0,4.0,1.0,50.0,19167
1,POLK,IA,3.25,4.0,1.0,1528.0,19153
2,DUBUQUE,IA,4.5,3.0,1.0,707.0,19061
3,BLACK HAWK,IA,3.3333333333333335,3.0,1.0,740.0,19013
4,LINN,IA,4.5,2.0,1.0,879.0,19113
5,MARION,IA,4.0,2.0,1.0,50.0,19125
6,WOODBURY,IA,1.5,2.0,1.0,468.0,19193
7,CARROLL,IA,4.0,2.0,1.0,159.0,19027
8,POTTAWATTAMIE,IA,4.5,2.0,1.0,430.0,19155
9,LEE,IA,4.0,2.0,1.0,121.0,19111
10,WRIGHT,IA,4.5,2.0,1.0,,19197
11,STORY,IA,5.0,2.0,1.0,,19169
12,BREMER,IA,4.0,2.0,1.0,25.0,19017
13,FAYETTE,IA,,2.0,,50.0,19065
14,CLINTON,IA,5.0,2.0,1.0,237.0,19045
15,CLAYTON,IA,,2.0,,25.0,19043
16,SCOTT,IA,3.5,2.0,1.0,652.0,19163
17,BUCHANAN,IA,,2.0,,,19019
18,CHEROKEE,IA,3.0,2.0,1.0,25.0,19035
19,PAGE,IA,2.5,2.0,1.0,25.0,19145
20,JOHNSON,IA,4.0,2.0,1.0,234.0,19103
21,OBRIEN,IA,4.0,2.0,1.0,39.0,19141
22,WASHINGTON,IA,4.0,1.0,1.0,,19183
23,GRUNDY,IA,4.0,1.0,1.0,,19075
24,SHELBY,IA,3.0,1.0,1.0,,19165
25,MITCHELL,IA,4.0,1.0,1.0,,19131
26,CERRO GORDO,IA,3.0,1.0,1.0,350.0,19033
27,MARSHALL,IA,2.0,1.0,1.0,70.0,19127
28,WINNESHIEK,IA,4.0,1.0,1.0,,19191
29,GREENE,IA,,1.0,,,19073
30,DES MOINES,IA,3.0,1.0,1.0,173.0,19057
31,CALHOUN,IA,,1.0,,25.0,19025
32,APPANOOSE,IA,3.0,1.0,1.0,25.0,19007
33,JONES,IA,5.0,1.0,1.0,25.0,19105
34,KEOKUK,IA,,1.0,,,19107
35,MADISON,IA,,1.0,,,19121
36,MONTGOMERY,IA,3.0,1.0,1.0,,19137
37,JASPER,IA,5.0,1.0,1.0,68.0,19099
38,FREMONT,IA,,1.0,,25.0,19071
39,WEBSTER,IA,3.0,1.0,1.0,174.0,19187
40,DAVIS,IA,,1.0,,,0
41,CLAY,IA,4.0,1.0,1.0,,19041
42,HOWARD,IA,,1.0,,,19089
43,JEFFERSON,IA,3.0,1.0,1.0,,19101
44,UNION,IA,4.0,1.0,1.0,,19175
45,GUTHRIE,IA,,1.0,,,19077
46,LYON,IA,,1.0,,25.0,19119
47,DALLAS,IA,,1.0,,,19049
48,ADAIR,IA,,1.0,,,19001
49,BUENA VISTA,IA,4.0,1.0,1.0,,19021
50,WAPELLO,IA,4.0,1.0,1.0,,19179
51,IDA,IA,,1.0,,25.0,19093
52,EMMET,IA,4.0,1.0,1.0,25.0,19063
53,MAHASKA,IA,3.0,1.0,1.0,,19123
54,CRAWFORD,IA,2.0,1.0,1.0,,19047
55,SAC,IA,4.0,1.0,1.0,25.0,19161
56,MUSCATINE,IA,4.0,1.0,1.0,80.0,19139
57,HARDIN,IA,,1.0,,,19083
58,WAYNE,IA,4.0,1.0,1.0,,0
59,JACKSON,IA,,1.0,,,19097
60,OSCEOLA,IA,,1.0,,25.0,19143
61,DICKINSON,IA,5.0,1.0,1.0,,19059
62,DELAWARE,IA,4.0,1.0,1.0,,19055
63,DECATUR,IA,,1.0,,,0
